OriginalTraitName,OriginalTraitDef,OriginalTraitUnit,text,cluster_id,n_members,best_match_id,best_match_label,confidence,reasoning,is_mapped
Water loss,Water loss of ticks exposed to dry air for 24 hours,mg/cm2,Trait: Water loss. Definition: Water loss of ticks exposed to dry air for 24 hours. Unit: mg/cm2.,-1,130,PATO:0001801,decreased water composition,medium,"The VecTraits entry describes water loss, which aligns with a reduction in water amount, but the context of 'composition' may not fully capture the specific measurement of water loss in ticks.",TRUE
Water loss,Water loss of ticks exposed to dry air for 24 hours,mg/cm2,Trait: Water loss. Definition: Water loss of ticks exposed to dry air for 24 hours. Unit: mg/cm2.,-1,130,PATO:0001801,decreased water composition,medium,"The VecTraits entry describes water loss, which aligns with a reduction in water amount, but the context of 'composition' may not fully capture the specific measurement of water loss in ticks.",TRUE
Weight loss,Weight loss of ticks exposed to dry air for 24 hours,percent,Trait: Weight loss. Definition: Weight loss of ticks exposed to dry air for 24 hours. Unit: percent.,-1,130,PATO:0000583,decreased weight,medium,"The VecTraits entry describes weight loss, which aligns with the concept of decreased weight, although the specific context of ticks and dry air is not captured in the ontology term.",TRUE
Weight loss,Weight loss of ticks exposed to dry air for 24 hours,percent,Trait: Weight loss. Definition: Weight loss of ticks exposed to dry air for 24 hours. Unit: percent.,-1,130,PATO:0000583,decreased weight,medium,"The VecTraits entry describes weight loss, which aligns with the concept of decreased weight, although it lacks specificity regarding the cause being dry air exposure.",TRUE
Water loss,Water loss of dead engorged ticks exposed to dry air at a certain temperature for 30 mins,mg/cm2,Trait: Water loss. Definition: Water loss of dead engorged ticks exposed to dry air at a certain temperature for 30 mins. Unit: mg/cm2.,-1,130,PATO:0001801,decreased water composition,medium,"The trait describes water loss, which aligns with a reduction in water amount, but the context of dead ticks and specific conditions makes the match less direct.",TRUE
Water loss,Water loss of dead engorged ticks exposed to dry air at a certain temperature for 30 mins,mg/cm2,Trait: Water loss. Definition: Water loss of dead engorged ticks exposed to dry air at a certain temperature for 30 mins. Unit: mg/cm2.,-1,130,PATO:0001801,decreased water composition,medium,"The VecTraits entry describes a reduction in water content, which aligns with the concept of decreased water composition.",TRUE
Mortality Rate,Percent mortality in engorged ticks before moulting,percent,Trait: Mortality Rate. Definition: Percent mortality in engorged ticks before moulting. Unit: percent.,-1,130,PATO:0000161,rate,medium,"The term 'rate' is a general concept that can encompass mortality rate, but it lacks specificity to mortality in ticks.",TRUE
Pre-Oviposition Period in engorged females,Pre-Oviposition Period in engorged females,days-1,Trait: Pre-Oviposition Period in engorged females. Definition: Pre-Oviposition Period in engorged females. Unit: days-1.,-1,130,PATO:0001309,duration,medium,"The trait 'Pre-Oviposition Period in engorged females' refers to a temporal extent, which aligns with the concept of 'duration'.",TRUE
Development Rate (Egg),1 / time for egg incubation across const temps,days-1,Trait: Development Rate (Egg). Definition: 1 / time for egg incubation across const temps. Unit: days-1.,-1,130,OBA:0002217,embryo development rate,high,"The VecTraits entry describes the rate of egg development, which aligns with the concept of embryo development rate.",TRUE
Development Rate (Larva),1 / development time of Engorged Larva,days-1,Trait: Development Rate (Larva). Definition: 1 / development time of Engorged Larva. Unit: days-1.,-1,130,PATO:0000161,rate,medium,"The VecTraits entry describes a rate of development, which aligns with the general concept of 'rate' as a process occurring per unit time, but lacks specificity to larval development.",TRUE
Development Rate (Nymph),1 / development time of Engorged Nymph,days-1,Trait: Development Rate (Nymph). Definition: 1 / development time of Engorged Nymph. Unit: days-1.,-1,130,PATO:0000161,rate,medium,"The VecTraits entry describes a general rate of development for nymphs, which aligns with the broad concept of 'rate' as a process occurring per unit time.",TRUE
oviposition,daily average number of eggs / female,eggs,Trait: oviposition. Definition: daily average number of eggs / female. Unit: eggs.,-1,130,NO_CANDIDATES,NO_CANDIDATES,none,No OBA/PATO candidates found via API,FALSE
Development Rate,percent of immature stages remaining x days after attatchment,percent,Trait: Development Rate. Definition: percent of immature stages remaining x days after attatchment. Unit: percent.,-1,130,NO_MATCH,NO_MATCH,high,"None of the candidate ontology terms specifically describe the development rate of immature stages in a general context, as described in the VecTraits entry.",FALSE
Development Rate,Percent of emerging males who develop on day X after attatchment (premolt period),percent,Trait: Development Rate. Definition: Percent of emerging males who develop on day X after attatchment (premolt period). Unit: percent.,-1,130,PATO:0000161,rate,medium,"The VecTraits entry describes a development rate, which aligns with the general concept of 'rate' as a process occurring per unit time, but lacks specificity to match any more detailed ontology terms.",TRUE
Development Rate,Percent of emerging females who develop on day X after attatchment (premolt period),percent,Trait: Development Rate. Definition: Percent of emerging females who develop on day X after attatchment (premolt period). Unit: percent.,-1,130,PATO:0000161,rate,medium,"The VecTraits entry describes a rate of development, but none of the specific development rates in the ontology match the context of emerging females, making the general term 'rate' the closest match.",TRUE
metabolic rate,mean CO2 production (VCO2) (RMR: resting metabolic rate),uL h-1,Trait: metabolic rate. Definition: mean CO2 production (VCO2) (RMR: resting metabolic rate). Unit: uL h-1.,0,10,PATO:0000161,rate,medium,"The trait 'metabolic rate' refers to a general rate of metabolic processes, which aligns with the concept of 'rate' as a quality of a process per unit time, but lacks specificity to CO2 production.",TRUE
metabolic rate,mean CO2 production rate as a function of exposure temperature and acclimation temperature (secondstressor),ml CO2 h-1,Trait: metabolic rate. Definition: mean CO2 production rate as a function of exposure temperature and acclimation temperature (secondstressor). Unit: ml CO2 h-1.,0,10,PATO:0000161,rate,medium,"The VecTraits entry describes a metabolic rate, which is a general rate of a biological process, aligning with the PATO term for 'rate'.",TRUE
metabolic rate,mean CO2 production rate,ul CO2 h-1,Trait: metabolic rate. Definition: mean CO2 production rate. Unit: ul CO2 h-1.,0,10,PATO:0000161,rate,medium,"The trait 'metabolic rate' refers to a general rate of CO2 production, which aligns with the concept of a rate as a process occurring per unit time, but lacks specificity to CO2 or metabolism.",TRUE
metabolic rate (active),mean active metabolic rate (AMR),ml CO2 h-1,Trait: metabolic rate (active). Definition: mean active metabolic rate (AMR). Unit: ml CO2 h-1.,0,10,PATO:0000161,rate,medium,"The VecTraits entry describes a metabolic rate, which aligns with the concept of a rate as a process occurring per unit time, but lacks specificity to metabolic processes.",TRUE
metabolic rate,mean respiratory CO2 rate (RCO2),pmol mg-1 s-1,Trait: metabolic rate. Definition: mean respiratory CO2 rate (RCO2). Unit: pmol mg-1 s-1.,0,10,PATO:0000161,rate,medium,"The VecTraits entry describes a general metabolic rate, which aligns with the concept of a rate as a process occurring per unit time, but lacks specificity to a particular metabolic process.",TRUE
